Video_Title,Video_ID,User_Name,Comment_Content,Published_Date,SentimentScore,PositiveWords,NegativeWords,AgreeableWords,NeutralRaceWords,WhiteSlurWords,BlackSlurWords,HispanicSlurWords,GeneralSlurs
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Willzyx Garrett,As a white guy  I think it would be awesome if black girls talked like this  to white guys.  If you would find any of this stuff offensive  you need to  grow up.   ,2012-01-18,3.75,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,The Lazy Broadcast,That nice. Flat. Pancake butt.            ,2012-01-18,3.75,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Leggo My Ego,White guys don t say that crap.  Sincerely  A White Guy   ,2012-01-18,3.5,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Sophia Hayes, I like that nice... flat pancake butt you got there.  HAHAHA Quinta you are my spirit animal       ,2012-01-18,3.25,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,hhhuuugggzzz,Them sexy skinny ass lips you got                ,2012-01-18,3.25,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Cristina Simmer,I did not enjoy this video For one I m black and so is my mother and she does not act like that  towards whit men.  She is polite and stable and doesn t sound like a white mam for two Ps she has no commitment issues   ,2012-01-18,3.25,0,0,1,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Melissa Gordon,Quintaaa    lmao   ,2012-01-18,3.125,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Kizzy Walsh,That nice flat pancake butt you got there.   ,2012-01-18,3.125,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Zeta X.,i lost it at  sexy skinny ass lips    ,2012-01-18,3,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Char C,yee bro  power play    ,2012-01-19,3,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,purple princess, That nice flat pancake butt  ya got there                 ,2012-01-19,3,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,black hippie,Cthu this is hilarious   ,2012-01-19,3,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Rose Jackson,THANKYOU   ,2012-01-19,3,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,JaneRihannanavy doe,lol I love it     ,2012-01-19,3,2,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,tony195869,MY COLORED FRAUD GIRLFRIEND CALLS ME FLAT ASS ..  I FOUND OUT WHEN THE WELL  WENT DRY SHE STOP CALLING ...  YOU GUYS ALL CAN LAUGH BUT LITTLE DOES SHE  KNOW SHES ON MY SHIT LIST AND THE LAST THING THIS BITCH WISHES TO HEAR IS  THAT I HAVE 6 MONTHS TO LIVE .... HELLO CNN   ,2012-01-19,3,0,0,0,0,0,1,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,SuperGeneral64,Prairie fever  xD   ,2012-01-19,2.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Sarah Welch,lol   ,2012-01-19,2.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Maddi Newman, That pancake ass                 ,2012-01-19,2.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,prayforjonas,Flat pancake butt. lol   ,2012-01-19,2.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Angel Paradise,Does anyone know the musical hair  Theres a song  White Boys Black Boys   Reminds me of that    White Girls sing how sexy black boys are and the  black girls do the contrary.   ,2012-01-19,2.875,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Izayah Contreras,I m talking about Nation Geographic...   Best line said in the whole video   ,2012-01-19,2.75,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Caitlin Morgan,ahah why does this make me wanna date a white guy XD   ,2012-01-19,2.75,1,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Ezra Silvershekelstein,Things you ll never hear a Black person say  I ll start    You know  considering my poor economic condition  it might be wiser to  abstain from sex  or at least use a condom  that way I will not give birth  to a child who I cannot financially support. I should live within my means.    I don t want to receive welfare  food stamps  and other free benefits  despite having no job. I would rather be a productive member of society.    ,2012-01-19,2.5,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,maegan james,That yellow dress looks great on her    ,2012-01-19,2.5,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,"Eâ“¢â“¢eÃ±ce Ìµ{,ÓœÌµÌ„Ì¨Æ·}ÃŸá»¯Å§Å§erÆ’â„“y", 57  Had me rolling                   ,2012-01-19,2.5,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Conrad Patrie,Seriously though  I m quite offended by this. Just so you know.   ,2012-01-19,2.375,0,1,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Traci Derulo,LOL     ,2012-01-19,2.375,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Yuri Grotto,I hate dark African niegresses   ,2012-01-19,2.375,0,0,0,0,0,2,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,dimmacommunication,I am not racist at all  but when you mix different races in 1 country there  will be some kind of  conflict . If a white man goes to africa and lives there he will be always threated as   white  as something strange. A white man that goes to China becomes the local attraction a friend worked  there  It s human nature.   ,2012-01-19,2.375,0,1,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Tony Williams, blackwomen are sellouts                                       ,2012-01-19,2.375,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,joel27xavi,Is this supposed to be funny or educational or..    ,2012-01-19,2.375,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,LoHChimera,I ve literally never heard any white guy say the inverse version of these  comments that they were made to represent. I m pretty sure anybody I knew  would have just been beaten to death instantly. I have however  had a black  woman tell me the down with swirl  milk in their coffee vanilla in their  chocolate swirl ice cream thing before.   ,2012-01-19,2.375,0,0,0,2,1,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,chikitabowow,I lost my shit at 0 47 xD  YEAH BRO     ,2012-01-19,2.375,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,aseurius, Here s the reality. Black women are perceived as less attractive by every  race of men  including black men. This isn t racism  it s reality. There s  a reason why black women have little to no success on websites like OK  Cupid. Research polls have repeatedly shown that black women receive the  least amount of replies compared to White  Asian  and Hispanic women. Why   Black women exhibit masculine traits. Dark skin is a masculine trait.Black  women also exhibit strong masculine traits relative to the women of other  races. This includes their facial features  large bone frame  deep voice   dark skin  and aggressive behavior. Men don t find this attractive. We find  Asian and White women attractive because they exhibit feminine traits. And  I m sorry  darker skinned women will always be perceived as ugly. It s not  society s standards of beauty. Its simply the human response to aesthetic  features. There s a reason why darker skinned Indian and Asian women drive  the massive Skin Whitening Industry in Asia. Men want to date lighter  skinned women. We re genetically conditioned to. Hell  all the pretty black  women you see on TV  Beyonce  Tyra  Hilary from Fresh Prince  all have  light skin  that the majority of black women lack    because they are all  mixed. Black women generally have higher testosterone levels than White and  Asian women  which causes their masculine features and deep voices. They  will claim that they have full figures  but I m sorry. No one wants to date  an obese black women with a fat ass and fat boobs. 2 3 black women in the  US are obese overweight. Black women are simply the least attractive race  of women. It s reality. Not racism. Don t blame Hollywood or the fashion  magazines. Men are just not attracted to a race of overweight  masculine   aggressive  and ugly women.   ,2012-01-19,2.375,0,0,0,3,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Waqar Green,It is clear that this is based on the KKK   ,2012-01-19,2.375,0,0,0,0,1,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,purplepeach1234,Lol they left out  you re cute for a black girl    ,2012-01-19,2.375,1,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Yvonne Taylor,Hahaha  This is so true  You should also have mentioned how they consider  themselves to be so much more  open mined    adventurous   and less   ordinary  than their friends only date white girls. I have heard so many  different versions of this sort of spiel and also about preferring the   exotic ...           ,2012-01-19,2.25,2,0,1,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,cliffordoritos,why is this so accurate omg   ,2012-01-19,2.25,0,0,1,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Brianna Steele,sexy skinny ass lips lol   ,2012-01-19,2.25,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Chalupa Batman,Patiently waiting for BuzzFeed to nut up and make a  If white people said  what black people said  video   ,2012-01-19,2.25,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Mike TheCat,As soon as quinta said  nice pancake butt  i was done   ,2012-01-19,2.25,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Tsahai McQuilkin,They totally missed the  you re pretty for a black girl  thing    ,2012-01-19,2.25,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,0bong0bunny0, I like that nice ..flat pan cake butt...you got there.     ,2012-01-19,2.25,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Lillyana Rent,im only down with brown  but i could definitely use some white ISH friends  lol good times. and Quinta is such a good actor     ,2012-01-19,2.25,1,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Audra Evans, Yeah bro  Power play   lol omg so funny   ,2012-01-19,2.25,2,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Ieisha Donnell,Lily this is soo funny   ,2012-01-19,2.194,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,ZzZebzZ,Funny video  but I as a white guy feel compelled to say that I ve never  said any of those things. You must know some really dickhead white guys   ,2012-01-19,2.194,1,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Christine Peace,Their so pretty   ,2012-01-19,2.125,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Animemaniacish,Lmfaoooooo    ,2012-01-19,2.125,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,MimiUrameshi,I could understand how this could be funny if there were a bunch of  different clips showing accidental racism between all races  however the  only ones I see are making white people look super douchey and racist. How  about doing a if whites said the stuff Latinos say  or if whites say the  stuff Asians say  or if whites said the stuff black people say. Your videos  would be more equally diverse and wouldn t look like you re bullying any  one race.   ,2012-01-19,2.125,1,1,0,3,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Lace Edwards,lol flat pancake butt.   ,2012-01-19,2.125,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Jordan O,give us the bloopers. we know you have them. give them to ussssss   ,2012-01-19,2.125,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,TheArtalex,This is just ugly rassism Against white men by the way    ,2012-01-19,2.125,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,chanora1980,SHE SAID HIS LIPS...I CAN T BAWHAHAHAHAH   ,2012-01-19,2.125,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,LovingSoul61,This is a necessary and hilarious video    ,2012-01-19,2.125,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Briana Miller,Not Prairie Fever      ,2012-01-19,2.125,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Shantae says,White flat butt...LMAO...I ve heard  I have always wanted to have sex  with a black chick ..... This is hilarious   ,2012-01-19,2.125,2,0,0,2,1,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,BlackVeilCourtney,Lawd have mercy.... FUCKING DYING HERE.              Thank you  Buzzfeed for   once again  showing white people how ridiculous and hurtful their   accidental racism  can be.    ,2012-01-19,2.125,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Hassassin Assassin,I got a black girl booty but im an eastern european man so almost white  lol.   ,2012-01-19,2,1,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Nila Williams,Lmao them sexy skinny ass lips you got   ,2012-01-19,2,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Kezia B,National geographic. ahahahahhah   XD   ,2012-01-19,2,2,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Max Mercury,Flat pancake butt cracked me up      XD   ,2012-01-19,2,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Crystal Demps,This is absolutely hilarious. Prairie fever  Rofl    ,2012-01-19,2,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,david kessler,i honestly wouldn t care if a black layd siad this stuff to me. i d just  make a joke about it  P yeah it s pink done there.. lots of pink.. cuz it s  just so.. BIG   ,2012-01-19,2,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Teara Davis, Do you  like  have sex with white guys  Is it big enough   e  e BRUH   ,2012-01-19,2,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,We Are One,Ugh  pancake butts are just foul  squats aren t that fucking complicated.   ,2012-01-19,2,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Morghann Patterson,Oh my god. Can I just smack some people. The other paper white skin  campuses out there. Not cool. Not cool at all. Great video     ,2012-01-19,2,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Ana R, 3 u buzzfeed for making the awkwardness go away.   ,2012-01-19,2,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Wikrin,Apparently they re citing some gross ass white dudes. Grew up in Alaska   spent a year down in South Carolina  pretty much the entirety of the stupid  shit I said boiled down to not understanding hair products. Stand by my  previous assessment that any comb with three to four tines is a fucking  hair fork  though.   ,2012-01-19,2,0,0,0,1,0,0,0,1
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,theidiosynkraticfox,Different races say the craziest things to each other. As a white girl  I  will sometimes here this phrase from black males   hey girl  You talk to  black guys   Like what does that even mean  Lol    ,2012-01-19,2,1,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Camille Howell,i swear she was gonna saw  non existent lips . LOL   ,2012-01-19,2,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,IndiGlo Gurl,This is so fucking on point.    ,2012-01-19,1.972,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Nakibiyah Victoria,Lol  cracker.... that was funny   ,2012-01-19,1.875,2,0,0,0,1,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Heinrich,So funny  too bad the subtitles are messes up and English is not my mother  language....   ,2012-01-19,1.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Tionna Charles,Flat Pancake But ....Lls       ,2012-01-19,1.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Jade Song,buzzfeed always be firing shots................ i approve   ,2012-01-19,1.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Brooke Applewhite,HA  I love this   ,2012-01-19,1.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,ComfyCouture,flat canpake butt   ,2012-01-19,1.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,ShooterMcBallin,You mean northern white guys and black girls because it s not like that in  the south    ,2012-01-19,1.875,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,MrFlyersfan28,Black girls  no thank you    ,2012-01-19,1.875,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Krysty Gomez,Is saying can i touch your hair so bad     I m just curious...   ,2012-01-20,1.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,valerie Ruiz,Lol im not black my God parents are and extended family but j have actually  heard some of these on the flip I being a white girl have heard shit the  other way too I have had black guys say some pretty fucked up shit to me  people assume its ok for some reason to do it to me can u make a video  about that   ,2012-01-20,1.875,1,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Adam Burg,why would a white man want to date a slave    ,2012-01-20,1.875,0,0,0,1,0,1,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Mari Thomas, Cracker   ... LMAO  I m dying  via  the RITZy   Natalie Campbell     cracker    saltineamerican     ,2012-01-20,1.75,1,0,0,0,1,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,AnimeRockerFangirl, I LOVE Black girls.  Is that... Your only standard  Seriously   I ve never slept with a Black girl before...  And this is relevant information for me why   Do you date White guys   I date attractive  nice guys. I ve no affinity for any race.  Who s your favorite rapper   I listen to Alternative and Grunge Rock...  So  you like White guys  huh  I m White.  I find White men attractive  yes  however  being White is not part of my  dating criteria. you do not get a pass from me because you re White.   ,2012-01-20,1.75,1,0,2,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Rachel Lillian,When the woman in the yellow dress came on the screen  I gasped. She s  gorgeous    ,2012-01-20,1.75,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,cinnamonstar808,spot on   including the  one way conversation.......   ,2012-01-20,1.75,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Katie M,Prairie fever. That is the best thing I ve heard all day   ,2012-01-20,1.75,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Shantelle Lewis,Is it pink down there lol what    ,2012-01-20,1.75,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,colonelerotic,I have a bad case of jungle fever and as far as I can tell there is no  cure.    ,2012-01-20,1.75,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Jordan Ridgway,Okay  the Harriet Tubman thing happened one time. Can we just leave it  alone.   ,2012-01-20,1.75,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Lois x,No white woman can pull off bright yellow like black women can.    ,2012-01-20,1.75,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Jose Echevarria,well it is true the black have big dick and black pussy glow at night   It  is true at nigh you can see black person only if they show his or her  teeth   it is true black are ghetto trash  and It is true black eat fried  chicken and kool aid     ,2012-01-20,1.75,1,0,1,1,1,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Priya Patel,that yellow dress is so pretty on her    ,2012-01-20,1.75,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,n Quinn,WHO IS THE GIRL AT THE TABLE       ,2012-01-20,1.75,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Christian Girodo Angelin,lol   ,2012-01-20,1.75,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Kendra T,Check out this video on YouTube    ,2012-01-20,1.75,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,kim rose,This is so relatable             ,2012-01-20,1.75,0,0,1,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Thomas Thing,I put some milk in my coffee                                                                                ,2012-01-20,1.75,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,thete07,White people are racists   ,2012-01-20,1.75,0,1,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Rickey Ricketts,This was soo funny. Well done.   ,2012-01-20,1.708,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Angrybannana1,Realizing a lot of white people are getting mad because if people in the  vid are saying these comments and are portraying white men as condescending  towards black woman. Or in other words kinda raciest. Then that makes them  feel like they are being called raciest for having done this before    ,2012-01-20,1.708,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Alexander Wolfe,Prairie fever. I lol d.    ,2012-01-20,1.625,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,fadimay,hahahahahaha   ,2012-01-20,1.625,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Cyrus Alexander,Prarie fever... I m dead      ,2012-01-20,1.625,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Kanu03,I got the fever... prairie fever lmfaoooooooooooo   ,2012-01-20,1.625,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Thromgar Iron-Head,i found none of this offensive and half the time mildly hot.   ,2012-01-20,1.625,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,DaBagelSquad, I got the fever... prairie fever  How many takes do you think they had to do of that one line because they  kept laughing  haha   ,2012-01-20,1.625,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,renAiin,oh my god this is such a great video    ,2012-01-20,1.625,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,mike4ty4,This video is meant to poke at ignorance and oh my look at how much  ignorance is bubbling up on the comment page...   ,2012-01-20,1.625,0,1,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Cheyenne Bonnick,Uh  when white guys talk to me and tell me how much they loooooooove black  girls and it s always because of how i look  my skin  my hair  my lips  my  butt . I m like   this doesn t make me want to sleep with you.    ,2012-01-20,1.625,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Deco Puri, THEM SEXY SKINNY ASS LIPS YOU GOT    I died laughing oh my god   ,2012-01-20,1.625,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,The Danneskjold,Lol black girls do say some of this shit.   ,2012-01-20,1.625,1,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,theSupremeGodFiles,me being a white male who knows and hangs with a lot of black dudes and  girls  i just have to say that this video was very facepalm worthy. the  only people who would point out the differences between races and make it a  point to state that you don t agree or base judgements upon those  differences  are those who either do just that  are friends  relatives of  people who do just that or are just racially inexperienced. if you are a  white male who wants to hit on a black chick go ahead don t point out your  differences to prove you have something in common just treat them as you  would you anyone else    ,2012-01-20,1.625,0,0,0,2,1,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,MWcrazyhorse,Pretty sure all of this and much else has been said by black women. Except  the part with the ass. No comparison here.   ,2012-01-20,1.625,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,coolbreeze8405,Those girls are hilarious. I liked it til they mentioned Abraham Lincoln.  Y all need to read the real Lincoln by Thomas DiLorenzo.   ,2012-01-20,1.625,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Zahara Ray,te he he...   ,2012-01-20,1.625,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,stephanie kaltenbach,Prairie fever XD omg that killed me   ,2012-01-20,1.625,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Yusuf Evans,My experience with black women in the past  is they asked if I was racist  because I m from Alabama.   ,2012-01-20,1.625,0,1,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Grace Rawlinson,Please do if Jews said what Christians say   ,2012-01-20,1.625,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Dangerously Pink,Slay   ,2012-01-20,1.625,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,mean teen,I just love these videos    ,2012-01-20,1.625,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Kyle Sadler,Prarie fire is my new favorite slang. Cracker is also acceptable. It s like  saying your pale  salty  and delicious and also go well in soup. So let s  keep that going.      ,2012-01-20,1.625,0,0,0,0,1,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Willian De Faria,LMAAOOOO   ,2012-01-20,1.625,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Natanyah Horton,Lol so true     I used to think alot of those things when I was dating my  ex. Tihehe   ,2012-01-20,1.625,2,0,1,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Micheal Hovatter,I m white fated black girls she called me honkey and cracker while writing  fucked   ,2012-01-20,1.625,0,0,0,2,2,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Kayra Homicile,SO RACIST                                 ,2012-01-20,1.625,0,1,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,ddis29,you had me at pancake butt   ,2012-01-20,1.614,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Donna The Llama,For Halloween I could be Harriet Tubman and you could be Abraham Lincoln   ,2012-01-20,1.614,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Marie Johnson,Quinta      ,2012-01-20,1.614,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Lookin4Reasons2Laugh,HA HA HA HA HA HA          ,2012-01-20,1.5,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Funaho H,Some of these statements hold true to my life. I know that this doesn t  speak for all white men  but some of them can be racially insensitive as  can other races. We all just need to be mindful of what we say to people in  general.   ,2012-01-20,1.5,1,0,1,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,lmbarak,The girl in the yellow dress is gorgeous.   ,2012-01-20,1.5,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,CJ,0 12 Suddenly Im in a mood for some chocolate   ,2012-01-20,1.5,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,lilrog0909,I dare yall to do a If Black men said the stuff    ,2012-01-21,1.5,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,OROgoldenpair1,The lady in yellow has such a nice chocolate color  O goes really well with  the yellow dress  D   ,2012-01-21,1.5,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Maddy Lomas,I wish i was black sigh like that i could be scary spice.   ,2012-01-21,1.5,0,0,0,1,0,0,0,0
